ticket,symbol,type,profit,strategy,comment,open_time,close_time
403,USOIL,SELL,-11.400000000000432,FB_15M_1M,FB|15M_1M|RVDIV,2025-11-14 20:44:00+00:00,2025-11-14 20:44:00+00:00
404,BTCJPY,BUY,39.70157173084513,TB_15M_1M,TB|15M_1M|RT,2025-11-14 20:44:00+00:00,2025-11-14 20:44:00+00:00
405,GBPJPY,BUY,-15.853192962476758,TB_15M_1M,TB|15M_1M|RT,2025-11-14 20:44:00+00:00,2025-11-14 20:44:00+00:00
406,GBPAUD,SELL,49.01399999999896,FB_4H_5M,FB|4H_5M|RVDIV,2025-11-14 20:44:00+00:00,2025-11-14 20:44:00+00:00
407,USDZAR,BUY,-47.408774512126115,FB_15M_1M,FB|15M_1M|RVDIV,2025-11-14 20:44:00+00:00,2025-11-14 20:44:00+00:00
408,BTCCNH,BUY,164.92492018853721,TB_15M_1M,TB|15M_1M|RT,2025-11-14 20:44:00+00:00,2025-11-14 20:44:00+00:00
409,CHFJPY,SELL,9.058967407128526,TB_15M_1M,TB|15M_1M|RT,2025-11-14 20:44:00+00:00,2025-11-14 20:44:00+00:00
410,ETHUSD,SELL,-1.573000000000002,FB_15M_1M,FB|15M_1M|BVRVDIV,2025-11-14 20:44:00+00:00,2025-11-14 20:44:00+00:00
411,AUDCAD,SELL,-2.7092735582033742,FB_15M_1M,FB|15M_1M|RVDIV,2025-11-14 20:44:00+00:00,2025-11-14 20:44:00+00:00
412,BTCZAR,SELL,-343.62151108085806,FB_15M_1M,FB|15M_1M|BVRVDIV,2025-11-14 20:44:00+00:00,2025-11-14 20:44:00+00:00
413,GBPCAD,BUY,-15.043597915284113,FB_15M_1M,FB|15M_1M|BVRVDIV,2025-11-14 20:44:00+00:00,2025-11-14 20:44:00+00:00
414,USOIL,BUY,20.700000000000074,TB_15M_1M,TB|15M_1M|RT,2025-11-14 20:44:00+00:00,2025-11-14 20:44:00+00:00
415,AUDUSD,SELL,-5.699999999999594,FB_15M_1M,FB|15M_1M|RVDIV,2025-11-14 20:44:00+00:00,2025-11-14 20:44:00+00:00
417,BTCAUD,BUY,-273.66150000000005,TB_15M_1M,TB|15M_1M|RT,2025-11-14 20:44:00+00:00,2025-11-14 20:44:00+00:00
418,AUDCAD,BUY,10.05283083438512,TB_15M_1M,TB|15M_1M|RT,2025-11-14 20:44:00+00:00,2025-11-14 20:44:00+00:00
419,XAUUSD,BUY,97.48000000000047,TB_15M_1M,TB|15M_1M|RT,2025-11-14 20:44:00+00:00,2025-11-14 20:44:00+00:00
421,GBPJPY,SELL,1.4882589311710097,FB_15M_1M,FB|15M_1M|RVDIV,2025-11-14 20:44:00+00:00,2025-11-14 20:44:00+00:00
422,EURJPY,SELL,-2.005914211579037,FB_15M_1M,FB|15M_1M|RVDIV,2025-11-14 20:44:00+00:00,2025-11-14 20:44:00+00:00
